city,home_town,id
Moscow,,76809623
Moscow,"Москва(Братиславская),Макеевка",12715421
Moscow,,157287848
Moscow,,290457003
Evpatoria,Евпатория,305399217
Moscow,,3540402
Moscow,,21104051
Moscow,,31983038
Moscow,,28837325
Moscow,,84411860
Moscow,,445908456
Moscow,,2754027
Moscow,,8914411
Moscow,,83756525
Moscow,,3933679
Bakhmut / Artemovsk,,383124984
Moscow,,81266168
Moscow,,787967
Moscow,,321914377
Moscow,Москва,116786703
Moscow,,228722192
Moscow,,147588626
Moscow,,280364562
Chicago,Khoroshevo - Mnevniki,85329435
Moscow,"Лобня, Москва",311297563
Khimki,,31065628
Moscow,Москва,57280029
Moscow,,525856
Solnechnogorsk,Макеевка. Солнечногорск,3409443
Chersky,,427296297
Moscow,,23594540
Moscow,,50071092
Moscow,москва,6293046
Moscow,Красногорск,23594550
Vladimir,Владимир,6161978
Moscow,,370542140
Dolgoprudny,,6424137
Moscow,,656971
,,422053453
Moscow,,5899855
Moscow,Москва,201066068
Moscow,,43386452
Moscow,,306316885
,,386795095
Saint Petersburg,,656984
,,281151064
Podolsk,,1443421
Moscow,,1967718
Moscow,,13108840
Moscow,Москва,65406580
Moscow,Москва,1181303
Moscow,,4195960
Zelenograd,,223348346
Odintsovo,Можайск,18351740
Moscow,,396887678
Moscow,,150603395
Moscow,,48105091
Moscow,,270665352
Moscow,,2098836
,,327681685
Moscow,,8390295
Moscow,,5113513
Moscow,энгельс,33031851
,,422577858
Moscow,,230688462
Moscow,москва,331744977
Moscow,,75368146
Moscow,,275646167
Moscow,,146671320
Moscow,Самара,358614749
Moscow,Москва,170133216
Moscow,,193726183
Moscow,,13502185
,,359794414
Moscow,,328337150
Moscow,Москва,58984198
Moscow,,388106003
Moscow,москва,60294932
Moscow,,110757656
Moscow,,327681817
Moscow,Москва,396363560
Moscow,,27789099
Moscow,Москва,140642092
,,423233324
Rasskazovo,Рассказово,268961594
,,100927290
,,312346428
Moscow,,177604423
,,275384142
Moscow,,64882511
Moscow,,78514003
Moscow,,1443676
,,326109025
Moscow,,1705826
Moscow,,18614115
Moscow,,188352360
Moscow,,51775339
Moscow,Москва,206309228
Moscow,,1836910
Novomoskovsk,,344852335
Moscow,Москва,2754416
Moscow,Нижневартовск,2230127
Klimovsk,,349439862
Moscow,,1181570
Moscow,,94766982
Moscow,,5506952
Moscow,,18483081
Moscow,Москва,330303370
,,341837711
Moscow,,83232658
Baku,"г.Баку, остров Артем.",146278296
Moscow,Москва,42338203
Krasnogorsk,,253757341
Moscow,,33818533
Moscow,,240125861
,,365692847
Moscow,,85460912
Moscow,100@окси.москва 8(903) 188-19-02 ТаксиОкси.рф,213387183
Moscow,,1574834
Moscow,,1443763
Moscow,,132122554
Moscow,,122030011
,,312870869
,,442632157
,,390858718
,,458229743
Moscow,,26609658
,,15861755
Moscow,,32901130
Moscow,,110364688
,,469895186
Moscow,,202246166
,,309725207
Moscow,Москва,156370967
Moscow,,153487387
,,411174950
Stavropol,,5638183
Moscow,,51775526
Moscow,,12453937
Chita,Петровск-Забайкальский,5769266
Moscow,Барнаулбург,101451832
Krasnoyarsk,,364382278
Moscow,,90572875
Chelyabinsk,,1312844
Moscow,,119539795
Krasnoznamensk,,2230358
Shymkent,,334760025
Moscow,,231082075
Moscow,,491260003
Moscow,,21629029
Moscow,,264294
Moscow,,322177135
Khimki,,8521845
Moscow,,54921335
Moscow,Чебоксары,13764727
Moscow,,269486201
,,386533498
Moscow,,47450250
Moscow,Москва,2885776
Moscow,,20580497
Moscow,,85985427
Saint Petersburg,,2195
Moscow,,10881171
,,379324567
,,324798622
Zelenograd,,12716192
Moscow,,60295330
Moscow,,8915107
Moscow,,301992102
Moscow,,157026471
Moscow,,73533608
Moscow,,196479147
Moscow,москва,362809518
Moscow,,2754739
Moscow,,13109429
Chicago,,233310393
,,386795707
,,341706947
,,243534027
Moscow,Архангельск,71829719
Moscow,,6162650
Moscow,,152701149
Moscow,москва,66848991
,,390990055
Moscow,,2754792
Moscow,,272632040
Moscow,Москва,154929394
Moscow,,55314681
Moscow,Москва,8653054
,,79956223
Moscow,,81791236
,,133408
Moscow,,7080229
Moscow,,28576039
Moscow,,397412657
Moscow,,231737651
Moscow,Лермонтов,172099893
Moscow,,3410231
Moscow,,272107835
Moscow,,62392636
Moscow,,167119164
Moscow,,241699139
,,371198275
Moscow,,74844485
Moscow,,4720980
Moscow,Москва,7604567
Moscow,Москва,29231450
Moscow,,10094947
Moscow,,1050987
Moscow,,164235630
,,264898928
Saint Petersburg,CG<,212339069
Moscow,"Дзержинск Нижегородской обл., Москва",20842888
Moscow,,171968909
Canberra,,2099604
Moscow,,265947542
,,420219288
Moscow,,6687129
Moscow,,1968545
,,342231460
Moscow,,3410342
Moscow,Москва,133544
Moscow,,190581167
Moscow,,6687159
Moscow,,26872255
Moscow,г.Москва,118622666
,,377620942
Moscow,,14682575
Moscow,,10488272
Moscow,,191498708
,,373557716
Moscow,,5245401
Moscow,,152701402
Moscow,,133597
Moscow,,52693484
Moscow,,202770937
Moscow,,305138170
Moscow,,2099707
Moscow,,273943039
Moscow,,8915472
Moscow,,300812827
Moscow,,337119780
Moscow,,246155828
,,196872760
Khabarovsk,,71567932
,,44042812
Moscow,,133564995
Moscow,,1575497
Moscow,,2493024
Moscow,,207489645
Moscow,,39848567
Moscow,,206834297
Moscow,,183110268
Moscow,Камышин,56625792
Moscow,,6818434
Moscow,,327944848
Zelenograd,,51645077
Moscow,,323488408
,,342624929
,,316672679
Moscow,Москва,920234
,,1444530
Moscow,,29625010
Moscow,Москва,49023672
,,434113209
Moscow,,5376696
Moscow,,204475067
Moscow,,13503163
,,457837248
Moscow,Москва,133837
Moscow,,70126316
Moscow,Москва,155060974
,,117050100
Penza,,230558459
,,415632124
Moscow,,4459265
Moscow,,7605000
Moscow,,5507853
Moscow,Москва,257035026
Moscow,,133910
Moscow,Москва,3803935
,,450759458
Moscow,,18615075
Moscow,,265000
Moscow,,32639785
Vyksa,,15338284
Moscow,,132123445
Moscow,"Троицк,Московская область",19139385
Moscow,,471206714
Moscow,,7998266
Sokuluk,,250219330
Moscow,,250350405
,,14158663
Moscow,,70912840
Moscow,,19532618
Moscow,,135138123
,,312740704
Moscow,,204606305
Moscow,САЛТЫКОВКА М О,143788902
,,97389419
Moscow,,2755435
Moscow,,259918710
,,233704330
,,445909903
,,439618452
Moscow,,202902432
,,1706912
,,430312355
Moscow,,3673008
Moscow,,48237490
Moscow,,209849267
Moscow,Москва,55315381
Bridgetown,,293866425
Moscow,Москва,5639097
Moscow,,3279803
Moscow,,13634498
Moscow,,27790277
Moscow,,106957766
Moscow,Москва,50465737
Moscow,Пробянин Таун (бывш. Luжkov City),28052428
,,393219027
Moscow,Москва,50858964
Moscow,,39062486
Moscow,,3935192
Moscow,,8391641
Voskresensk,,187173852
Moscow,,73665502
Vladivostok,,316017638
Zelenograd,,393612266
Moscow,,34606064
Moscow,,1575921
Zelenograd,зеленоград,72616945
Moscow,,376441842
Moscow,,101190641
Moscow,,226626549
Moscow,,34606071
Moscow,Москва,6687735
Omsk,,2100227
Krasnogorsk,,265817095
Moscow,,32640017
Moscow,Москва,3804186
Moscow,,18877472
Rostov-on-Don,Россошь,44305450
Moscow,London,6556727
Moscow,,6818874
Moscow,Москва,165678140
,,398330943
Moscow,,66980928
Moscow,,325192770
Moscow,Москва,66849863
Moscow,Типа Москва,66325575
Moscow,,134222
Samara,,245632081
Moscow,,100404312
Moscow,,168430683
Moscow,,3279966
Moscow,Москва,153750624
Moscow,,4721761
Moscow,,3279974
Moscow,,248646762
Moscow,Тверь,6556787
Moscow,,5508216
Moscow,,358485112
Moscow,,64883835
Moscow,,223480955
Moscow,,44436606
Moscow,австрия,166857855
Moscow,москва,17435775
Moscow,,1182851
Moscow,Подольск,192941189
,,288361607
Moscow,,1051790
Moscow,,265292943
Moscow,Москва,9702547
Moscow,,138677401
,,346033308
Moscow,,271846563
Seoul,монастырь Шао-линь,10357926
,,264506534
,,438045869
Moscow,,396462
Moscow,,5246142
Moscow,,30018752
,,310381765
Moscow,,32115914
Moscow,,30149836
Moscow,Москва,267914448
,,363465939
,,372116693
Moscow,,1969369
Moscow,,5770466
Moscow,,359664869
Moscow,,225578215
,,395185390
Moscow,,346950895
Moscow,,5508341
Moscow,,70782209
,,376179974
Moscow,,10751239
Moscow,,9571592
Moscow,,47320333
Moscow,,155716878
Tashkent,,2362645
Moscow,,176033045
Moscow,Химки,5901590
Moscow,,441584920
Moscow,,1051929
Moscow,Хабаровск,93981977
Moscow,Красная Яруга,180358422
Moscow,,131075357
Moscow,Москва,100142366
,,421530913
,,317197610
Moscow,,41159980
Moscow,Москва,69209389
Moscow,РОССИЯ,3280174
Moscow,,222432564
Moscow,,5901620
,N,399379768
,,322440505
Moscow,Канаш,182979898
Schyolkovo,Щелково,200150331
Moscow,,227937595
Moscow,,425725248
Moscow,,347868486
Moscow,,56757580
Moscow,,117050702
Moscow,,251923790
Moscow,,5901655
Moscow,,38276442
Moscow,,9309535
Moscow,Москва,3935585
Moscow,Москва,2362721
Moscow,,5901674
Tula,,1576300
Moscow,,357174636
Moscow,,67243382
Saransk,,168168822
Klyuchischi,,32247165
Moscow,,472255870
,,377752959
Moscow,Москва,2493833
,,170397076
,,430706073
Moscow,,8916383
Moscow,,2362796
Moscow,,77598130
Moscow,,10751410
Moscow,,139070916
Moscow,,63442375
Moscow,,1838535
Moscow,,272895437
Moscow,Москва,209980877
Moscow,,1445330
Moscow,Москва,10227157
Moscow,,181407190
Moscow,,12324311
Moscow,,240127448
Moscow,,246549974
Moscow,,2231774
Moscow,,10489317
Moscow,,4328941
Moscow,,95555054
Moscow,,140119557
Paris,,88870407
Moscow,,183504392
Moscow,,274992659
Moscow,,64622100
Lyubertsy,,9178647
Moscow,,3935775
Moscow,москва,300682788
Moscow,Ростов-на-Дону,352980516
Moscow,,155586099
Moscow,,118754869
Moscow,,3280443
Moscow,,153620028
Moscow,,31591999
Moscow,,27397696
Moscow,москва,39063105
Moscow,Москва,327421505
Moscow,Москва,2494025
Moscow,Москва,238947922
Moscow,,141168211
Moscow,,284298837
Moscow,Москва,659029
Moscow,,430181979
Zavolzhye,"Заволжье, Нижегородская область.",33951326
Moscow,Москва,3679
,,284167784
,,367922797
Moscow,,8130158
,,455609975
Moscow,Москва,180227709
,,414584447
Moscow,,254545537
Moscow,Санкт-Петербуг,98438791
Moscow,,238554763
Moscow,,20450976
Moscow,,11144868
,,272502440
Moscow,,790204
Moscow,,108793534
Moscow,Москва,11800260
Moscow,,70651591
,,432934600
Moscow,,142347982
Odintsovo,,409079508
Moscow,Москва,21630679
,,357699289
,,393481948
Moscow,,8523493
Moscow,Москва,15208166
Moscow,,477630185
,,487329513
Schyolkovo,,2756331
Moscow,Москва,94244585
Moscow,,194383595
Dushanbe,,307498739
Odintsovo,,399249143
Moscow,Москва,65015544
Moscow,,2494234
,,417599260
Moscow,Одинцово,172494624
Moscow,,13504289
Moscow,Москва,5508908
,,26218285
Moscow,,308023089
Moscow,Первомайск,103812916
Moscow,,69865269
Zheleznodorozhny (Balashikha),,921398
,,286134073
Moscow,,322834243
Yekaterinburg,,6426439
Moscow,Москва,330436427
Moscow,Иркутск,8261453
Moscow,,12980055
Moscow,,144707417
Ryazan,Рязань,11013980
Moscow,,4460388
Moscow,,4853613
Moscow,,24121198
Moscow,Москва,117051250
Moscow,Москва,19795832
Moscow,,11145082
Moscow,,50597756
Moscow,,312872829
Moscow,,7475086
Moscow,,659347
,,355602327
Moscow,,64622488
Ruza,,112201633
,,319688610
Moscow,"Мытищи,Москва,любимый город-Санкт-Петербург",122163120
Moscow,,274599857
Moscow,,10751923
Moscow,,292294584
Moscow,,40374201
,,264900543
Moscow,,29364170
Moscow,MOSCOW,168431573
,,282333145
Moscow,,5771236
Moscow,,249040880
Moscow,,8654835
Moscow,,154144758
Moscow,,147853302
Moscow,,112201723
Moscow,,218763262
Moscow,,329125890
Moscow,,2887682
Moscow,,154144775
Ramenskoe,,3411984
Moscow,москва,34738199
Moscow,Москва,181538840
Moscow,,20713497
,NY,274731032
Cheboxary,,243011624
,,1577002
Moscow,,36704301
Moscow,,3018807
,,430444604
Zelenograd,,2494528
Moscow,,2101314
Moscow,Москва,2756697
Moscow,,4329561
Moscow,москва,180359258
Moscow,,28708958
Moscow,Москва,3543139
Moscow,,26480740
Moscow,,26349668
Moscow,,6557804
Moscow,,7475309
`Ali Sabieh,AliBubu,23728239
Moscow,Жуковский,2887796
Moscow,,8654968
Moscow,,281677960
Moscow,,69341321
Moscow,,17698956
,Россия,6164637
Moscow,,268570782
Moscow,москва,96866471
Moscow,Москва,19927216
,,480121011
,,386797749
,,434639031
,,396234936
,,479989945
Moscow,,225317055
Moscow,,351801539
,,135387
Moscow,,3543269
Moscow,,21762281
Moscow,,9441514
Moscow,Москва,334762221
Moscow,Москва,1708271
Moscow,,4854003
,Москва,319951092
Moscow,,21631225
Sochi,,12062973
London,Москва,421531901
Moscow,Москва,2625811
Moscow,,71307546
,,411963677
Moscow,Москва,63705375
Moscow,не  помню,310513953
Moscow,Москва,419303722
Moscow,,4460843
Moscow,,19009837
Moscow,Москва,33165617
Zelenograd,,11407665
Moscow,,2232643
Moscow,,1315139
Moscow,Москва,173019464
Moscow,,33034572
Ufa,,363204941
Moscow,,73011544
Moscow,,45748569
Moscow,,1315178
,,18747763
Moscow,,1708407
Moscow,,12063096
Moscow,,2756983
Moscow,,444076407
Zhukovsky,Жуковский,2888066
Moscow,,2101642
Moscow,,3412366
Moscow,,89788823
Moscow,,450630042
Lyubertsy,,2494878
Odintsovo,,213258657
Moscow,,135592
Moscow,,41554346
Moscow,москва,148509101
Saint Petersburg,,397808055
Moscow,,153751992
Moscow,,452858303
Moscow,Москва,229118403
Vladimir,,217977284
Moscow,,155062731
Moscow,,417862113
Moscow,,201986531
Moscow,,11538920
,,393613817
Moscow,,360452621
Moscow,Москва,232133133
Moscow,,159650325
Moscow,,68817430
Moscow,,7737886
Moscow,,113381935
Moscow,,44175930
Moscow,,249958972
Moscow,,291377732
Moscow,,93590085
,,365957702
Moscow,,52564558
Moscow,,120984159
Moscow,Санкт-Петербург,20320871
Moscow,,2757225
Moscow,Феодосия,95031921
Moscow,,78123638
,,240521855
,,258740863
Moscow,,192156291
Moscow,,397956
Moscow,,10228359
Moscow,,40505993
Moscow,Москва,153883276
Moscow,,23859854
Moscow,Москва,455086736
Moscow,,64230040
Moscow,,32641689
Moscow,,327029409
,,397677224
Moscow,,249828013
Moscow,Москва,135853
Moscow,,28054201
Moscow,,128717504
,,445780687
Moscow,,225448659
Moscow,,206836442
,,416420570
,,422449890
Marijampolė,,271323877
Moscow,,39195366
Moscow,,332141286
,Москва,434508520
Moscow,Москва,1315563
Moscow,Москва,6165232
Nartkala,,90575600
Moscow,,35132153
Moscow,,397153024
Moscow,Москва,302125831
Moscow,Москва,7738121
Moscow,,249828105
Moscow,,76288780
Moscow,,50074391
Moscow,,3543838
Moscow,,26612512
Moscow,,7213860
Moscow,,15209258
Moscow,,8524591
Moscow,,10490675
Moscow,,226890548
Moscow,,68555577
Moscow,,5378875
Moscow,,21631807
Moscow,,19534658
Moscow,,337777475
Moscow,Москва,5247813
Moscow,,105780038
Voronovo,,134878025
Moscow,Москва,226628426
Krasnoarmeysk,красноармейск,28447563
Moscow,,31331146
Moscow,Москва,84546383
Moscow,,182588240
Moscow,,1708881
Moscow,,660305
Moscow,,24646484
Moscow,,2102110
Moscow,,69997417
Kamyshin,,199496559
Moscow,Москва,303305584
Moscow,,143135602
Moscow,,10883958
Moscow,Москва,198972293
Moscow,Москва,259527558
Korolyov,Москва,203166598
Moscow,,104600458
,,403051408
,,361108369
Moscow,,234492818
Shanghai,,55055252
Khimki,,60953500
Moscow,,30675870
Podolsk,,99226527
,Волгодонск,5772193
Voronezh,Воронеж,210375586
Moscow,,162141094
Moscow,,62919592
Moscow,,37229491
,,315364278
Moscow,,14029757
,,208802761
Dolgoprudny,долгопрудный,67376078
,,384832478
Moscow,,156242911
Moscow,,170791912
Moscow,там где Молдаван самое большое колличестао!!!,1840106
Moscow,,405804012
,,13243375
Moscow,,2102260
Moscow,,10359802
Chelyabinsk,,28709891
Moscow,,16651287
Moscow,,23204890
Moscow,,273290267
Moscow,Москва,206312481
Moscow,,1578017
Moscow,,19797026
Moscow,,1184806
Moscow,,25957415
Moscow,,132518956
Tula,,11408428
Moscow,,277091382
Moscow,,55055418
Moscow,Москва,922686
Moscow,Москва,19797059
Moscow,Москва,398419
Moscow,,4330580
Moscow,,791638
Moscow,,2364504
,,475927641
Moscow,,55186523
Kislovodsk,,24777821
,,348263525
,,318248049
,,468063346
Moscow,,13243517
,,351409286
Moscow,,62002313
Moscow,москва,255333522
Moscow,,2495638
Moscow,МОСКВА,4723879
Zelenograd,,20321447
Moscow,ростов,76682414
Moscow,,150475953
Moscow,,26875064
,,430052537
,,460592315
Moscow,,245372098
Moscow,,475796675
Moscow,,3151046
Moscow,Fhghegnek,151917773
,,203953360
Moscow,,318641375
Moscow,Москва,8656100
,Москва,346690789
Moscow,,791786
,,278271211
Moscow,,127931628
Moscow,,305009908
,,393614582
Moscow,Москва,1709302
,,211293433
Moscow,,12588281
Moscow,,173544704
Krasnoyarsk,,31855880
Moscow,Москва,359666959
,,439227666
Dubna,,19535139
Moscow,Москва,2102568
Zelenograd,,5903656
,,435688754
Krasnogorsk,,17438002
Moscow,,250877241
Moscow,,165287229
Moscow,,5248324
Moscow,,3937606
Moscow,Камышин,272241995
Milano,,164107598
Moscow,,142349648
Moscow,Москва,215618904
,,169874790
Moscow,,72226151
,,6821230
,,129111411
Moscow,,95688068
Moscow,,337384838
Moscow,,93328785
Moscow,Москва,12326294
Moscow,,89265566
Moscow,,147461535
Moscow,,18486692
Moscow,,66721188
Ramenskoe,,153359782
Moscow,,33297835
Moscow,Москов,19142066
Moscow,,3020211
,,185079222
Moscow,,660921
Moscow,Москва,19142075
Moscow,Москва,135534012
,,310252988
Moscow,Москва,96081343
Moscow,,51516864
Zelenograd,,6165954
Korolyov,Королёв,30545347
Moscow,,317855172
Moscow,Москва,134747590
Moscow,,370415050
Moscow,,428217807
Moscow,,923101
Moscow,Чирчик,36836836
Moscow,Москва,17569264
Smolensk,,451286512
Moscow,,71177719
Moscow,,792060
Moscow,,17962500
,,342889989
Podolsk,,37099022
Moscow,,39327252
Moscow,,197662230
Moscow,Симферополь,323360279
Moscow,,7869980
Moscow,,67638818
Moscow,Долинская,324802086
Moscow,,232396326
Moscow,,224400937
Moscow,,25695791
Moscow,москва,138155568
Krasnoznamensk,,3020340
Moscow,Москва,143660599
Moscow,Москва,138548796
Moscow,,362550870
Moscow,,3020375
Troitsk,,8525401
Moscow,,3151455
Moscow,,275781216
Moscow,,2627174
Vladivostok,,165287533
Miami,Miami,140121712
Krasnogorsk,,409998965
Moscow,,288757370
Moscow,Киев,219158142
Moscow,,10884740
Moscow,,100275851
Moscow,,3544716
Moscow,москва,348919436
Moscow,,4069008
,москва,362550933
,,301471381
Moscow,,94115482
Moscow,Москва,189011616
Moscow,,393221799
Moscow,,138155697
Moscow,,14948020
Moscow,,3413688
Moscow,,195303099
Balashikha,Электренай,4200133
,,318641862
Moscow,,2627271
Moscow,,324277961
Khimki,,106436297
,,288626382
Moscow,,1971925
Moscow,,13506262
Moscow,,68032214
Moscow,Базавлук,74061541
Stavropol,Ставропольский край,10229478
Moscow,,131995367
Moscow,,323753708
,,471734004
Moscow,Воробьёвка,74192637
Moscow,,792319
Moscow,,95033099
Moscow,,212080396
Moscow,,258610959
Moscow,,138155792
,,61871900
Moscow,,268067
Moscow,,352982833
Moscow,,92673845
Moscow,,1447734
Moscow,,53352249
,,360060730
Moscow,,165418825
Moscow,,24254286
,,391780189
,,17700704
Kyiv,,310253409
Moscow,,298456929
,,415111025
Moscow,Сосновка,59774836
Moscow,,160307061
Moscow,"Бендеры,Молдова",294393717
Moscow,,277747576
Oryol,орел,149428093
Moscow,,1972105
Moscow,,59381645
Moscow,Москва,7083922
Moskovsky,,3282838
Moscow,,2496412
Moscow,Москва,30021548
Moscow,,7870382
Moscow,Йошкар-Ола,267524014
,,78649267
Bryansk,,142743476
Moscow,,255596470
Moscow,,151918526
Moscow,,136058820
Moscow,,27793355
Moscow,,106043343
Moscow,,70129618
Moscow,,9443287
Moscow,,323229656
Moscow,,69474265
Moscow,,72619997
,,217847785
Volgograd,,14161897
Moscow,,163846128
Moscow,,792560
Belyov,,151525363
Moscow,Бишкек,231217142
Moscow,,326375421
Moscow,,39065598
Winterthur,,24385535
,,399644671
Moscow,,473962514
Moscow,Москва,59643933
,,661533
Moscow,,221255710
Moscow,Москва,11409443
Moscow,,53483559
Moscow,,246814761
Moscow,Москва,30152746
Moscow,,2365484
Moscow,Москва,224270402
,,475666507
,,478156883
Moscow,,325982307
Khimki,,118364264
Moscow,,11147372
,,411572335
Moscow,Москва,134486128
Moscow,,165681265
Moscow,"Middle of F#cking Nowhere (Сумы, то бишь) - Москоу",15210614
Moscow,Саранск,371202178
Moscow,,288233606
Zelenograd,Москва,440932488
Moscow,Москва,42866824
Moscow,,9050259
,,365172883
Moscow,Москва,80222356
Moscow,,4593820
Moscow,,2365602
Moscow,,792753
Moscow,,6953137
Moscow,,191371446
,,238557370
Moscow,,213522623
Moscow,,25041087
Moscow,МОСКВА,17176777
